id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd,runtime,budget,revenue,film_id,poster_path,backdrop_path
6530,Polar,"Action, Crime, Drama",en,6.3,1,58,2019-01-25,2180,Jonas Åkerlund,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren, Ruby O. Fee",,,1h 58 min,,,6530,https://image.tmdb.org/t/p/w500/qOBEpKVLl8Q9CZScbOcRRVISezV.jpg,https://image.tmdb.org/t/p/w500/lSCKo6QGJ88Gn3espNnvL87CinA.jpg
6531,#realityhigh,Comedy,en,6.3,1,39,2017-07-17,1018,Fernando Lebrija,"Nesta Cooper, Keith Powers, Alicia Sanz, Jake Borelli, Anne Winters",,,1h 39 min,,,6531,https://image.tmdb.org/t/p/w500/iZliPeiiDta9KbONAhdFSXhTxrO.jpg,https://image.tmdb.org/t/p/w500/smgZYp49OB6xo4hZewxzryrh5xN.jpg
6532,No Strings Attached,"Comedy, Romance",en,6.3,1,47,2011-01-21,4662,Ivan Reitman,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig",25000000.0,149200000.0,1h 47 min,"$25,000,000","$149,200,000",6532,https://image.tmdb.org/t/p/w500/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg,https://image.tmdb.org/t/p/w500/tlbGPwXp2eWZaijWqYXiHYwKuF8.jpg
6533,Nanny McPhee and the Big Bang,"Comedy, Fantasy, Family",en,6.3,1,49,2010-03-26,1811,Susanna White,"Emma Thompson, Asa Butterfield, Ralph Fiennes, Maggie Gyllenhaal, Maggie Smith",35000000.0,93251121.0,1h 49 min,"$35,000,000","$93,251,121",6533,https://image.tmdb.org/t/p/w500/9cgHfgBXVZmVR63AhwJ82R1kAFS.jpg,https://image.tmdb.org/t/p/w500/9iDmM3ryBfrDTRl3H2IUKqAISVZ.jpg
6534,The Amityville Horror,Horror,en,6.3,1,58,1979-07-27,907,Stuart Rosenberg,"James Brolin, Margot Kidder, Rod Steiger, Don Stroud, Murray Hamilton",4700000.0,86432000.0,1h 58 min,"$4,700,000","$86,432,000",6534,https://image.tmdb.org/t/p/w500/7VMscq0659xKmcXzd86de1DGV4W.jpg,https://image.tmdb.org/t/p/w500/gN5OCSeJTJcsYWlQBjJVKwV3zBS.jpg
6535,Premonition,"Thriller, Drama, Mystery",en,6.3,1,36,2007-02-08,1547,Mennan Yapo,"Sandra Bullock, Julian McMahon, Courtney Taylor Burness, Shyann McClure, Nia Long",20000000.0,84297309.0,1h 36 min,"$20,000,000","$84,297,309",6535,https://image.tmdb.org/t/p/w500/vKW1XIYrIqVrbCaYj9FQDHKXR8R.jpg,https://image.tmdb.org/t/p/w500/esXYvlivZ8j0HGqob949CIjqnGi.jpg
6536,Sleeping with Other People,"Comedy, Romance",en,6.3,1,40,2015-06-26,890,Leslye Headland,"Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne",,3214116.0,1h 40 min,,"$3,214,116",6536,https://image.tmdb.org/t/p/w500/thYomS3wTYDTRZaM98ADMfBiDxm.jpg,https://image.tmdb.org/t/p/w500/40ZRzvdkuCPNCSbdcImc5o4JGdD.jpg
6537,Single White Female,"Thriller, Horror",en,6.3,1,47,1992-08-14,595,Barbet Schroeder,"Bridget Fonda, Jennifer Jason Leigh, Steven Weber, Peter Friedman, Stephen Tobolowsky",16000000.0,48017402.0,1h 47 min,"$16,000,000","$48,017,402",6537,https://image.tmdb.org/t/p/w500/2B6spN9XvzbK9hKDQtvTa4wVoys.jpg,https://image.tmdb.org/t/p/w500/tqEtmF2ao7q84K193Xo3M8t6jTC.jpg
6538,Harley Davidson and the Marlboro Man,"Action, Thriller",en,6.3,1,38,1991-08-23,421,Simon Wincer,"Mickey Rourke, Don Johnson, Chelsea Field, Daniel Baldwin, Giancarlo Esposito",23000000.0,7434726.0,1h 38 min,"$23,000,000","$7,434,726",6538,https://image.tmdb.org/t/p/w500/4WRdrjHyLuHRwep2UJWBoIn6KTW.jpg,https://image.tmdb.org/t/p/w500/5N0mJsA8WMbZy9MVGQQdwkxaYwt.jpg
6539,Your Place or Mine,"Romance, Comedy",en,6.3,1,49,2023-02-10,757,Aline Brosh McKenna,"Reese Witherspoon, Ashton Kutcher, Jesse Williams, Zoë Chao, Steve Zahn",,,1h 49 min,,,6539,https://image.tmdb.org/t/p/w500/3oFfY1HpzJDlRzKSCBF2sA5mb9U.jpg,https://image.tmdb.org/t/p/w500/u6HeK9nl6p2MAKSxHF613LOhuFM.jpg
6540,The Beastmaster,"Fantasy, Adventure, Action",en,6.3,1,58,1982-08-16,392,Don Coscarelli,"Marc Singer, Tanya Roberts, Rip Torn, John Amos, Rod Loomis",8000000.0,14056528.0,1h 58 min,"$8,000,000","$14,056,528",6540,https://image.tmdb.org/t/p/w500/vVW1SEyQTKOZeGJ1WyMLwAKWGOU.jpg,https://image.tmdb.org/t/p/w500/zHTnieWaWlObW2wLQO3ePkwHlom.jpg
6541,The Beastmaster,"Fantasy, Adventure, Action",en,6.3,1,58,1982-08-16,392,Don Coscarelli,"Marc Singer, Tanya Roberts, Rip Torn, John Amos, Rod Loomis",8000000.0,14056528.0,1h 58 min,"$8,000,000","$14,056,528",6541,https://image.tmdb.org/t/p/w500/vVW1SEyQTKOZeGJ1WyMLwAKWGOU.jpg,https://image.tmdb.org/t/p/w500/zHTnieWaWlObW2wLQO3ePkwHlom.jpg
6542,Promised Land,Drama,en,6.3,1,46,2012-09-23,674,Gus Van Sant,"Matt Damon, Frances McDormand, John Krasinski, Rosemarie DeWitt, Hal Holbrook",15000000.0,8100000.0,1h 46 min,"$15,000,000","$8,100,000",6542,https://image.tmdb.org/t/p/w500/ziVOzoGfmHD5F90LyeCkBnwuTkP.jpg,https://image.tmdb.org/t/p/w500/vFgmqvmFFvqtODZ0eZvvBKYgs2x.jpg
6543,John Dies at the End,"Horror, Comedy",en,6.3,1,39,2013-01-25,648,Don Coscarelli,"Chase Williamson, Rob Mayes, Doug Jones, Paul Giamatti, Daniel Roebuck",1000000.0,142000.0,1h 39 min,"$1,000,000","$142,000",6543,https://image.tmdb.org/t/p/w500/1IsviP0Tb05xUAFWz5b7FJ0qIHP.jpg,https://image.tmdb.org/t/p/w500/iAmTmSUzpxrxz1KJwhrXsdMFRfi.jpg
6544,Assassination Games,Action,en,6.3,1,41,2011-07-28,390,Ernie Barbarash,"Jean-Claude Van Damme, Scott Adkins, Ivan Kaye, Kevin Chapman, Marija Karan",8000000.0,,1h 41 min,"$8,000,000",,6544,https://image.tmdb.org/t/p/w500/quJ0kXiQmP7rOg1m6WGmallQiJQ.jpg,https://image.tmdb.org/t/p/w500/9GDHBrOowFg8op7UQpYGfwnuhbr.jpg
6545,The Raven,"Crime, Thriller, Mystery",en,6.3,1,51,2012-03-09,1328,James McTeigue,"John Cusack, Luke Evans, Alice Eve, Brendan Gleeson, Kevin McNally",26000000.0,29657751.0,1h 51 min,"$26,000,000","$29,657,751",6545,https://image.tmdb.org/t/p/w500/boE0JFhZRpWLLrKOQE6bCBZGerP.jpg,https://image.tmdb.org/t/p/w500/JXO3RAMyRTtKc1LdarQnB1GCBm.jpg
6546,Oscar,Comedy,en,6.3,1,49,1991-04-26,499,John Landis,"Sylvester Stallone, Marisa Tomei, Vincent Spano, Ornella Muti, Tim Curry",35000000.0,23562716.0,1h 49 min,"$35,000,000","$23,562,716",6546,https://image.tmdb.org/t/p/w500/rGJOzUwHlkx8MKy2oR2qEiT7g4G.jpg,https://image.tmdb.org/t/p/w500/sK9UnbaLjBGoTi0Ejup7cIzK2GR.jpg
6547,Cheaper by the Dozen,"Comedy, Family",en,6.3,1,38,2003-12-24,2755,Shawn Levy,"Steve Martin, Bonnie Hunt, Piper Perabo, Tom Welling, Hilary Duff",40000000.0,190212113.0,1h 38 min,"$40,000,000","$190,212,113",6547,https://image.tmdb.org/t/p/w500/hetmSdWARqU5ljQVKWYpAoupXST.jpg,https://image.tmdb.org/t/p/w500/yxFmSnff9TUX9iNgKxNH5NqmxF3.jpg
6548,Becky,"Thriller, Horror, Action",en,6.3,1,33,2020-07-23,568,Cary Murnion,"Lulu Wilson, Kevin James, Joel McHale, Robert Maillet, Amanda Brugel",,1045873.0,1h 33 min,,"$1,045,873",6548,https://image.tmdb.org/t/p/w500/9wqKF883Kn9c0SZV4ZmkIkFhBLh.jpg,https://image.tmdb.org/t/p/w500/jmE8wxLSS90K1K01mCBaS4rQq23.jpg
6549,A Christmas Prince: The Royal Baby,"Romance, Family, TV Movie",en,6.3,1,24,2019-12-05,539,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Theo Devaney",,,1h 24 min,,,6549,https://image.tmdb.org/t/p/w500/4RErLw0APt8qQiee0d8VCKasWwl.jpg,https://image.tmdb.org/t/p/w500/uuCj46exjP6UOo976MAWACWFv1X.jpg
6550,Horns,"Drama, Fantasy, Thriller",en,6.3,2,0,2013-09-06,2276,Alexandre Aja,"Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson, Kelli Garner",,3900000.0,2h 0 min,,"$3,900,000",6550,https://image.tmdb.org/t/p/w500/tjTy6W05mPXXw87IqpjeGNhIcM4.jpg,https://image.tmdb.org/t/p/w500/3ViifQeQyPI4Mq9PpLYDjVMAyyH.jpg
6551,Rachel Getting Married,"Drama, Romance",en,6.3,1,53,2008-09-03,560,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Bill Irwin, Debra Winger, Tunde Adebimpe",,16937968.0,1h 53 min,,"$16,937,968",6551,https://image.tmdb.org/t/p/w500/bumaq3lqe4YSsq6LlYoge7e9ABk.jpg,https://image.tmdb.org/t/p/w500/a7lZSjySyf2OLMj5VLkYTDS0kbr.jpg
6552,The Matador,"Action, Comedy, Crime, Drama, Thriller",en,6.3,1,37,2005-05-12,457,Richard Shepard,"Pierce Brosnan, Greg Kinnear, Hope Davis, Portia Dawson, Adam Scott",10000000.0,17300000.0,1h 37 min,"$10,000,000","$17,300,000",6552,https://image.tmdb.org/t/p/w500/oJnlAGmrhsg4QrlVKGgP91J6WPu.jpg,https://image.tmdb.org/t/p/w500/jBxIfffFWY69oAx6CLQtKZ3xtYO.jpg
6553,Jack,"Comedy, Family, Drama",en,6.3,1,53,1996-08-09,1243,Francis Ford Coppola,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby",45000000.0,58620973.0,1h 53 min,"$45,000,000","$58,620,973",6553,https://image.tmdb.org/t/p/w500/9ZklgGqTljzg9VxzumbVOC1UKAs.jpg,https://image.tmdb.org/t/p/w500/v9wC8Rf3RHYQ6yKO4yQAlQLHSA6.jpg
6554,Red Dawn,"Action, Thriller, War, Drama, Science Fiction",en,6.3,1,54,1984-08-10,787,John Milius,"Patrick Swayze, Charlie Sheen, C. Thomas Howell, Lea Thompson, Darren Dalton",17000000.0,38400000.0,1h 54 min,"$17,000,000","$38,400,000",6554,https://image.tmdb.org/t/p/w500/a2GkHcioc2QEFJbQk1NTB85u3vD.jpg,https://image.tmdb.org/t/p/w500/9fOfsVHZHig6MHPHczv0zMY6cKc.jpg
6555,Saw VI,"Horror, Thriller",en,6.3,1,30,2009-10-22,3180,Kevin Greutert,"Tobin Bell, Costas Mandylor, Mark Rolston, Betsy Russell, Shawnee Smith",11000000.0,68234154.0,1h 30 min,"$11,000,000","$68,234,154",6555,https://image.tmdb.org/t/p/w500/9JtluosCbioSXJSABZByaODyPpa.jpg,https://image.tmdb.org/t/p/w500/gqR59DjJGr6i8mxRD1VfOzCueTI.jpg
6556,King Arthur,"Adventure, War, History, Action, Drama",en,6.3,2,6,2004-07-07,2671,Antoine Fuqua,"Clive Owen, Ioan Gruffudd, Keira Knightley, Mads Mikkelsen, Joel Edgerton",120000000.0,203600000.0,2h 6 min,"$120,000,000","$203,600,000",6556,https://image.tmdb.org/t/p/w500/iKLZEAnjzr51Ij7TJtNejc5CN3i.jpg,https://image.tmdb.org/t/p/w500/bMGhPOcjvSPAepwfPdXIf9OxgxX.jpg
6557,Yara,Drama,it,6.3,1,36,2021-10-18,389,Marco Tullio Giordana,"Isabella Ragonese, Alessio Boni, Thomas Trabacchi, Sandra Toffolatti, Roberto Zibetti",,,1h 36 min,,,6557,https://image.tmdb.org/t/p/w500/gcVFI8t5QAvXGzQRKA82glDdOr3.jpg,https://image.tmdb.org/t/p/w500/plDX7PVEfwhh8SKDxmDhcN31Ozx.jpg
6558,Archive,"Science Fiction, Drama, Fantasy, Thriller",en,6.3,1,49,2020-08-13,683,Gavin Rothery,"Theo James, Stacy Martin, Rhona Mitra, Peter Ferdinando, Lia Williams",,243279.0,1h 49 min,,"$243,279",6558,https://image.tmdb.org/t/p/w500/eDnHgozW8vfOaLHzfpHluf1GZCW.jpg,https://image.tmdb.org/t/p/w500/u9YEh2xVAPVTKoaMNlB5tH6pXkm.jpg
6559,The Host,"Action, Adventure, Science Fiction",en,6.3,2,5,2013-03-22,3891,Andrew Niccol,"Saoirse Ronan, Diane Kruger, Max Irons, Jake Abel, William Hurt",44000000.0,63300000.0,2h 5 min,"$44,000,000","$63,300,000",6559,https://image.tmdb.org/t/p/w500/1mfIZw6WgkCX310eoe0Ys14c3Fi.jpg,https://image.tmdb.org/t/p/w500/1bDa2d9VqqBQlk42Gduu37Rz1ob.jpg
6560,Grave Encounters,"Thriller, Horror",en,6.3,1,33,2011-09-09,1457,Stuart Ortiz,"Sean Rogerson, Ashleigh Gryzko, Merwin Mondesir, Mackenzie Gray, Juan Riedinger",1000000.0,,1h 33 min,"$1,000,000",,6560,https://image.tmdb.org/t/p/w500/8vnsB3Rg9Gb91UOaecXRb7dYB37.jpg,https://image.tmdb.org/t/p/w500/gxk04EjNx5mt4qxRr7d3EWPd4JA.jpg
6561,The Three Caballeros,"Animation, Family, Music",en,6.3,1,11,1944-12-21,704,Norman Ferguson,"Clarence Nash, Sterling Holloway, Joaquin Garay, José Oliveira, Aurora Miranda",,,1h 11 min,,,6561,https://image.tmdb.org/t/p/w500/nMfScRxw9wVLoO7LiEjziFAKLSK.jpg,https://image.tmdb.org/t/p/w500/kcWYiBWej3JdYbGEVaKYAQGfqYp.jpg
6562,Knock at the Cabin,"Thriller, Mystery, Horror",en,6.3,1,40,2023-02-01,2606,M. Night Shyamalan,"Dave Bautista, Ben Aldridge, Jonathan Groff, Nikki Amuka-Bird, Rupert Grint",20000000.0,54700000.0,1h 40 min,"$20,000,000","$54,700,000",6562,https://image.tmdb.org/t/p/w500/dm06L9pxDOL9jNSK4Cb6y139rrG.jpg,https://image.tmdb.org/t/p/w500/1dubuCInk9DM9JBjiItBGkkkZx0.jpg
6563,The Discovery,"Drama, Romance, Science Fiction, Thriller, Mystery",en,6.3,1,42,2017-03-31,1298,Charlie McDowell,"Jason Segel, Rooney Mara, Robert Redford, Jesse Plemons, Riley Keough",,,1h 42 min,,,6563,https://image.tmdb.org/t/p/w500/nLIDouFvreSrs8xK62zuvpEPDw0.jpg,https://image.tmdb.org/t/p/w500/dA7YLnc5ztTGiVPWz3GsaMRRz9r.jpg
6564,Click,"Comedy, Drama, Fantasy",en,6.3,1,47,2006-06-23,6973,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler",82500000.0,240685326.0,1h 47 min,"$82,500,000","$240,685,326",6564,https://image.tmdb.org/t/p/w500/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,https://image.tmdb.org/t/p/w500/e0zR3H15Gl32hLqrY5lB205RWbo.jpg
6565,Shortbus,"Romance, Drama, Comedy",en,6.3,1,41,2006-10-04,507,John Cameron Mitchell,"Paul Dawson, Lindsay Beamish, Adam Hardman, Sook-Yin Lee, Raphael Barker",2000000.0,5557564.0,1h 41 min,"$2,000,000","$5,557,564",6565,https://image.tmdb.org/t/p/w500/s8QBrWgpZpYrySSyTQ0xbFLPKrS.jpg,https://image.tmdb.org/t/p/w500/oOGKH94nhD2cd4AzQJUKCm5IQyZ.jpg
6566,Dear Evan Hansen,Drama,en,6.3,2,17,2021-09-24,323,Stephen Chbosky,"Ben Platt, Amy Adams, Kaitlyn Dever, Danny Pino, Julianne Moore",27500000.0,19133454.0,2h 17 min,"$27,500,000","$19,133,454",6566,https://image.tmdb.org/t/p/w500/hKjBQhsnCMt86kPKpPwV4meeFPo.jpg,https://image.tmdb.org/t/p/w500/anl65DJYFyp2m0lXaFvlCrSOT8E.jpg
6567,Kajillionaire,"Crime, Drama, Comedy",en,6.3,1,45,2020-09-25,453,Miranda July,"Evan Rachel Wood, Debra Winger, Gina Rodriguez, Richard Jenkins, Patricia Belcher",,829900.0,1h 45 min,,"$829,900",6567,https://image.tmdb.org/t/p/w500/fkqJJDb4u9rEyJu8Jm8H1P2mux4.jpg,https://image.tmdb.org/t/p/w500/llMc0bO5G8jpkMqqcLNy7Y8LYBf.jpg
6568,The Huntsman: Winter's War,"Action, Adventure, Drama",en,6.3,1,54,2016-04-06,4775,Cedric Nicolas-Troyan,"Chris Hemsworth, Charlize Theron, Emily Blunt, Jessica Chastain, Nick Frost",115000000.0,164989338.0,1h 54 min,"$115,000,000","$164,989,338",6568,https://image.tmdb.org/t/p/w500/cjAGYsTPmmhZOwzrgon0Drpu43K.jpg,https://image.tmdb.org/t/p/w500/4kCDWJhceLHwPbRWd9uTR8bJpLz.jpg
6569,The Rover,"Crime, Drama",en,6.3,1,43,2014-06-04,936,David Michôd,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field, Susan Prior",12250000.0,2510007.0,1h 43 min,"$12,250,000","$2,510,007",6569,https://image.tmdb.org/t/p/w500/734OOkr69mt8lyPk8iw3TwgQ90R.jpg,https://image.tmdb.org/t/p/w500/i66aLpliUx5Dr4nfMrzYM1NpneN.jpg
6570,Byzantium,"Drama, Fantasy, Thriller",en,6.3,1,58,2013-04-11,841,Neil Jordan,"Gemma Arterton, Saoirse Ronan, Sam Riley, Jonny Lee Miller, Caleb Landry Jones",10000000.0,89237.0,1h 58 min,"$10,000,000","$89,237",6570,https://image.tmdb.org/t/p/w500/gJBPca7enfDFQ0UqmkIiE5XkxEV.jpg,https://image.tmdb.org/t/p/w500/65Hu40ajfe7PTB5W0pYBSWTfwTq.jpg
6571,Desire,"Drama, Romance",fr,6.3,1,43,2011-10-06,1225,Laurent Bouhnik,"Déborah Révy, Hélène Zimmer, Gowan Didi, Johnny Amaro, Johan Libéreau",1344000.0,,1h 43 min,"$1,344,000",,6571,https://image.tmdb.org/t/p/w500/wxvvNXY3n0637cOcdeC61eyVAnC.jpg,https://image.tmdb.org/t/p/w500/zbTaYrQzZaaEf1SZlv3RTZiUvZw.jpg
6572,The House of the Devil,"Horror, Mystery",en,6.3,1,35,2009-10-30,739,Ti West,"Jocelin Donahue, Tom Noonan, Mary Woronov, Greta Gerwig, AJ Bowen",,,1h 35 min,,,6572,https://image.tmdb.org/t/p/w500/4abKUbc9IbsndbaY1hacN1iPM0Y.jpg,https://image.tmdb.org/t/p/w500/nQiOMnx3Y7w0E9APCYBZ4COXMpU.jpg
6573,Always,"Romance, Fantasy, Drama",en,6.3,2,2,1989-12-22,586,Steven Spielberg,"Richard Dreyfuss, Holly Hunter, John Goodman, Brad Johnson, Audrey Hepburn",31000000.0,74100000.0,2h 2 min,"$31,000,000","$74,100,000",6573,https://image.tmdb.org/t/p/w500/wh0WItAFrw3m66mDMlCCuXQwfMW.jpg,https://image.tmdb.org/t/p/w500/pIb1CLl08DxciZXJr7AK4qmkArA.jpg
6574,Predator 2,"Science Fiction, Action, Thriller",en,6.3,1,48,1990-11-21,3276,Stephen Hopkins,"Danny Glover, Gary Busey, Rubén Blades, María Conchita Alonso, Bill Paxton",35000000.0,57120318.0,1h 48 min,"$35,000,000","$57,120,318",6574,https://image.tmdb.org/t/p/w500/83X4VwY9sdSJykskmsplIVG0a4h.jpg,https://image.tmdb.org/t/p/w500/7PoWlbQg7ZxgwofFRrkytvpLvJD.jpg
6575,Legends of Oz: Dorothy's Return,"Animation, Family, Fantasy",en,6.3,1,28,2014-05-08,363,Dan St. Pierre,"Lea Michele, Dan Aykroyd, Jim Belushi, Kelsey Grammer, Tacey Adams",70000000.0,18662027.0,1h 28 min,"$70,000,000","$18,662,027",6575,https://image.tmdb.org/t/p/w500/mpMX4avGjpQ0LSgDUTebxdTD81T.jpg,https://image.tmdb.org/t/p/w500/3UPdg8QO6CF5UqmOIJoLKhRM6e.jpg
6576,Bachelor Party,Comedy,en,6.3,1,45,1984-06-29,637,Neal Israel,"Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard, Barbara Stuart",6000000.0,38435947.0,1h 45 min,"$6,000,000","$38,435,947",6576,https://image.tmdb.org/t/p/w500/cbCyhkp6n2QRudYqbWimQTjdxLl.jpg,https://image.tmdb.org/t/p/w500/ff1y897CAnQpLQ2QiyfDJtX9Qcq.jpg
6577,Intimacy,"Romance, Drama, Fantasy",en,6.3,1,59,2001-01-20,499,Patrice Chéreau,"Mark Rylance, Kerry Fox, Susannah Harker, Alastair Galbraith, Philippe Calvario",,,1h 59 min,,,6577,https://image.tmdb.org/t/p/w500/I0mlv1FahaLJqu2ByffMXEn4NN.jpg,https://image.tmdb.org/t/p/w500/qoxriJ6n1qxvG1bBMPnsZBHKGco.jpg
6578,Knocked Up,"Comedy, Romance, Drama",en,6.3,2,9,2007-06-01,3920,Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann, Jason Segel",30000000.0,219900000.0,2h 9 min,"$30,000,000","$219,900,000",6578,https://image.tmdb.org/t/p/w500/b4OaXw2MW97VvIiZE0Sbn1NfxSh.jpg,https://image.tmdb.org/t/p/w500/8uNx4YtClqB9duM4n6jOx8vWvvl.jpg
6579,The Assistant,Drama,en,6.3,1,28,2020-01-31,442,Kitty Green,"Julia Garner, Matthew Macfadyen, Makenzie Leigh, Kristine Froseth, Jonny Orsini",,1338881.0,1h 28 min,,"$1,338,881",6579,https://image.tmdb.org/t/p/w500/zJpJkVgezsR7dp6KQwyxtGIAOZv.jpg,https://image.tmdb.org/t/p/w500/vxlJveSEcEtmkcruQa3wB01ucnm.jpg
6580,The Secret Life of Pets,"Adventure, Comedy, Animation, Family",en,6.3,1,26,2016-06-18,8007,Chris Renaud,"Louis C.K., Eric Stonestreet, Kevin Hart, Jenny Slate, Ellie Kemper",75000000.0,875457937.0,1h 26 min,"$75,000,000","$875,457,937",6580,https://image.tmdb.org/t/p/w500/bc3rCMgP4bbxNqGQCRlpJyU8otF.jpg,https://image.tmdb.org/t/p/w500/73TgjAfukTB0sJmd5mwmJXbkjul.jpg
6581,The Bet,Comedy,fr,6.3,1,40,1997-10-15,457,Bernard Campan,"Didier Bourdon, Bernard Campan, Isabelle Ferron, Isabel Otero, Hélène Surgère",,,1h 40 min,,,6581,https://image.tmdb.org/t/p/w500/53swr5MbRt8871pS2ugU4ZoC1gq.jpg,https://image.tmdb.org/t/p/w500/tfoztxLo5e2iuqVBpzBOmawIIoJ.jpg
6582,Mystic Pizza,"Comedy, Drama, Romance",en,6.3,1,44,1988-10-13,504,Donald Petrie,"Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio, William R. Moses",6000000.0,12793213.0,1h 44 min,"$6,000,000","$12,793,213",6582,https://image.tmdb.org/t/p/w500/bV3MvnUTgKlbGi7K1QaYNLhdOlM.jpg,https://image.tmdb.org/t/p/w500/auPhV7cBaQH1j0kj4qd1VDe6rCE.jpg
6583,Underwater,"Horror, Science Fiction, Action, Adventure",en,6.3,1,35,2020-01-08,3083,William Eubank,"Kristen Stewart, Vincent Cassel, Mamoudou Athie, T.J. Miller, John Gallagher Jr.",50000000.0,40882928.0,1h 35 min,"$50,000,000","$40,882,928",6583,https://image.tmdb.org/t/p/w500/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg,https://image.tmdb.org/t/p/w500/ww7eC3BqSbFsyE5H5qMde8WkxJ2.jpg
6584,Paper Man,"Comedy, Drama",en,6.3,1,50,2009-06-15,322,Kieran Mulroney,"Jeff Daniels, Emma Stone, Ryan Reynolds, Lisa Kudrow, Kieran Culkin",,13514.0,1h 50 min,,"$13,514",6584,https://image.tmdb.org/t/p/w500/BKaXYV4lujFxmzhwpLrMLGsYx6.jpg,https://image.tmdb.org/t/p/w500/zQ9riDbqJ2i6pUbLEZDEMubfQMU.jpg
6585,Harold & Kumar Escape from Guantanamo Bay,"Comedy, Adventure",en,6.3,1,41,2008-04-25,1463,Hayden Schlossberg,"John Cho, Kal Penn, Neil Patrick Harris, Rob Corddry, Jack Conley",12000000.0,43493123.0,1h 41 min,"$12,000,000","$43,493,123",6585,https://image.tmdb.org/t/p/w500/gmXKlm8c8O7JEISYP4WiWq2x3We.jpg,https://image.tmdb.org/t/p/w500/7Q1SGTuIDkTnKRonEhmYUefQP79.jpg
6586,The Karate Kid Part II,"Adventure, Drama, Action, Romance, Family",en,6.3,1,53,1986-06-18,2160,John G. Avildsen,"Ralph Macchio, Pat Morita, Danny Kamekona, Nobu McCarthy, Yuji Okumoto",13000000.0,115103979.0,1h 53 min,"$13,000,000","$115,103,979",6586,https://image.tmdb.org/t/p/w500/k0OwgRR6PNu7h3SiqpCbRdZWNaG.jpg,https://image.tmdb.org/t/p/w500/7rfcRXbFD0xr8NteNq1hwXUd4Af.jpg
6587,Serial (Bad) Weddings 3,"Romance, Comedy",fr,6.3,1,37,2021-12-21,360,Philippe de Chauveron,"Christian Clavier, Chantal Lauby, Ary Abittan, Medi Sadoun, Frédéric Chau",22000000.0,27832384.0,1h 37 min,"$22,000,000","$27,832,384",6587,https://image.tmdb.org/t/p/w500/hQfCJjbAAyk4IwRR8IqdCzPOJE4.jpg,https://image.tmdb.org/t/p/w500/9zST4QGGsmtHXQXGkUDJvua2s9w.jpg
6588,Christmas & Co.,Comedy,fr,6.3,1,39,2017-12-06,587,Alain Chabat,"Alain Chabat, Audrey Tautou, Pio Marmaï, Golshifteh Farahani, Bruno Sanches",,,1h 39 min,,,6588,https://image.tmdb.org/t/p/w500/mrz2fC1F9H8kbdKu2vOwyeMAzvg.jpg,https://image.tmdb.org/t/p/w500/luuwG1o41gxgSvEUpozI1jMtKPD.jpg
6589,The Frozen Ground,"Thriller, Crime",en,6.3,1,45,2013-07-11,1439,Scott Walker,"Nicolas Cage, Vanessa Hudgens, John Cusack, Radha Mitchell, Jodi Lyn O'Keefe",27220000.0,5496951.0,1h 45 min,"$27,220,000","$5,496,951",6589,https://image.tmdb.org/t/p/w500/hHDj1h3lJvYd9Cervoswz9crhWg.jpg,https://image.tmdb.org/t/p/w500/xLW4UQ4zYf7fHrei9pqx4fJsfKy.jpg
6590,Speed Racer,"Family, Action, Adventure, Comedy",en,6.3,2,15,2008-05-07,1540,Lana Wachowski,"Emile Hirsch, Christina Ricci, John Goodman, Susan Sarandon, Matthew Fox",120000000.0,93900000.0,2h 15 min,"$120,000,000","$93,900,000",6590,https://image.tmdb.org/t/p/w500/x800OyHuJ9JDuhHLtdPLkH1vBjw.jpg,https://image.tmdb.org/t/p/w500/kH14XvCHKfMRz1sNsAMY0KpAKb0.jpg
6591,Bandits,"Comedy, Crime",en,6.3,2,3,2001-10-12,961,Barry Levinson,"Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity, William Converse-Roberts",75000000.0,67631903.0,2h 3 min,"$75,000,000","$67,631,903",6591,https://image.tmdb.org/t/p/w500/67AUAkiT4rbgqN7SNlIJn0zWZqU.jpg,https://image.tmdb.org/t/p/w500/c2S0Zfkg056kkvTFrMeJWDOmKCs.jpg
